Scheme Name	Net Asset Value
HDFC Flexi Cap Fund - Growth Plan	1882.942
HDFC Flexi Cap Fund - IDCW Option - Direct Plan	89.703
HDFC Flexi Cap Fund - IDCW Plan	74.639
Helios Flexi Cap Fund - Direct Plan - Growth Option	13.36
Helios Flexi Cap Fund - Direct Plan - IDCW Option	13.36
Helios Flexi Cap Fund - Regular Plan - Growth Option	13.06
Helios Flexi Cap Fund - Regular Plan - IDCW Option	13.07
HSBC Flexi Cap Fund - Direct Growth	223.2187
HSBC Flexi Cap Fund - Direct IDCW	44.4563
HSBC Flexi Cap Fund - Regular Growth	200.4189
HSBC Flexi Cap Fund - Regular IDCW	41.1375
ICICI Prudential Flexicap Fund - Direct Plan - Growth	18.15
ICICI Prudential Flexicap Fund - Direct Plan - IDCW	16.67
ICICI Prudential Flexicap Fund - Growth	17.33
ICICI Prudential Flexicap Fund - IDCW	15.85
Invesco India Flexi Cap Fund - Direct Plan - Growth	18.11
Invesco India Flexi Cap Fund - Direct Plan - IDCW	18.11
Invesco India Flexi Cap Fund - Growth	17.2
Invesco India Flexi Cap Fund - IDCW	17.21
ITI Flexi Cap Fund- Direct Plan- Growth	16.7525
ITI Flexi Cap Fund- Direct Plan- IDCW	16.7525
ITI Flexi Cap Fund- Regular Plan- Growth	16.0903
ITI Flexi Cap Fund- Regular Plan- IDCW	16.0903
JM Flexicap Fund (Direct) - Growth Option	104.4352
JM Flexicap Fund (Direct) - IDCW	94.9264
JM Flexicap Fund (Regular) - Growth option	92.014
JM Flexicap Fund (Regular) - IDCW	70.9039
Kotak Flexicap Fund - Growth	79.12
Kotak Flexicap Fund - Growth - Direct	88.986
Kotak Flexicap Fund - Payout of Income Distribution cum capital withdrawal option	47.776
Kotak Flexicap Fund - Payout of Income Distribution cum capital withdrawal option- Direct	54.345
LIC MF Flexi Cap Fund-Direct Plan-Growth	95.0234
LIC MF Flexi Cap Fund-Direct Plan-IDCW	31.9805
LIC MF Flexi Cap Fund-Regular Plan-Growth	86.4216
LIC MF Flexi Cap Fund-Regular Plan-IDCW	27.2714
Mahindra Manulife Flexi Cap Fund - Direct Plan -Growth	16.3914
Mahindra Manulife Flexi Cap Fund - Direct Plan -IDCW	14.1811
Mahindra Manulife Flexi Cap Fund - Regular Plan -Growth	15.3025
Mahindra Manulife Flexi Cap Fund - Regular Plan -IDCW	13.1167
Mirae Asset Flexi Cap Fund - Direct Plan -  IDCW	14.828
Mirae Asset Flexi Cap Fund - Direct Plan - Growth	14.872
Mirae Asset Flexi Cap Fund - Regular Plan - Growth	14.388
Mirae Asset Flexi Cap Fund - Regular Plan - IDCW	14.393
Motilal Oswal Flexi Cap Fund Direct - IDCW Payout/Reinvestment	33.8501
Motilal Oswal Flexi cap Fund Direct Plan-Growth Option	63.6632
Motilal Oswal Flexi cap Fund Regular - IDCW Payout/Reinvestment	32.4889
Motilal Oswal Flexi Cap Fund Regular Plan-Growth Option	57.5436
Navi Flexi Cap Fund - Direct Plan - Growth	23.8777
NAVI FLEXI CAP FUND - DIRECT PLAN ANNUAL IDCW PAYOUT	23.6975
NAVI FLEXI CAP FUND - DIRECT PLAN HALF YEARLY IDCW PAYOUT	23.6982
NAVI FLEXI CAP FUND - DIRECT PLAN MONTHLY IDCW PAYOUT	23.6929
NAVI FLEXI CAP FUND - DIRECT PLAN NORMAL IDCW PAYOUT	23.668
NAVI FLEXI CAP FUND - DIRECT PLAN QUARTERLY IDCW PAYOUT	23.7161
Navi Flexi Cap Fund - Regular Plan - Growth	20.8556
NAVI FLEXI CAP FUND - REGULAR PLAN ANNUAL IDCW PAYOUT	20.8562
NAVI FLEXI CAP FUND - REGULAR PLAN HALF YEARLY IDCW PAYOUT	20.8589
NAVI FLEXI CAP FUND - REGULAR PLAN MONTHLY IDCW PAYOUT	20.8638
NAVI FLEXI CAP FUND - REGULAR PLAN NORMAL IDCW PAYOUT	20.8587
NAVI FLEXI CAP FUND - REGULAR PLAN QUARTERLY IDCW PAYOUT	20.8533
Nippon India Flexi Cap Fund - Direct Plan - Growth Plan - Growth Option	16.3265
Nippon India Flexi Cap Fund - Direct Plan - IDCW Option	16.3265
Nippon India Flexi Cap Fund - Regular Plan - Growth Plan - Growth Option	15.4773
Nippon India Flexi Cap Fund - Regular Plan - IDCW Option	15.4773
NJ Flexi Cap Fund - Direct Plan - Growth Option	12.90
NJ Flexi Cap Fund - Direct Plan - IDCW Option	12.90
NJ Flexi Cap Fund - Regular Plan - Growth Option	12.54
NJ Flexi Cap Fund - Regular Plan - IDCW Option	12.54
PGIM India Flexi Cap Fund - Direct Plan - Dividend Option	20.41
PGIM India Flexi Cap Fund - Direct Plan - Growth Option	39.46
PGIM India Flexi Cap Fund - Regular Plan - Dividend Option	18.11
PGIM India Flexi Cap Fund - Regular Plan - Growth Option	33.85
Parag Parikh Flexi Cap Fund - Direct Plan - Growth	87.8310
Parag Parikh Flexi Cap Fund - Regular Plan - Growth	80.6964
quant Flexi Cap Fund - Growth Option - Regular Plan	92.6766
quant Flexi Cap Fund - Growth Option-Direct Plan	102.7718
quant Flexi Cap Fund - IDCW Option - Direct Plan	69.8586
quant Flexi Cap Fund - IDCW Option - Regular Plan	66.2383
Samco Flexi Cap Fund - Direct Plan - Growth Option	10.10
Samco Flexi Cap Fund - Regular Plan - Growth Option	9.63
SBI Flexicap Fund - DIRECT PLAN - Growth Option	116.0747
SBI Flexicap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	58.0176
SBI Flexicap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	46.6096
SBI Flexicap Fund - REGULAR PLAN -Growth Option	104.0914
Shriram Flexi Cap Fund - Direct Growth	21.2604
Shriram Flexi Cap Fund - Direct-IDCW	21.0635
Shriram Flexi Cap Fund - Regular Growth	18.8971
Shriram Flexi Cap Fund - Regular-IDCW	18.8929
Sundaram Flexicap Fund Direct Growth	14.4600
Sundaram Flexicap Fund Direct Plan IDCW Payout	13.7157
Sundaram Flexicap Fund Direct Plan IDCW Reinvestment	13.7157
Sundaram Flexicap Fund Regular Growth	13.8603
Sundaram Flexicap Fund Regular Plan IDCW Payout	13.1471
Sundaram Flexicap Fund Regular Plan IDCW Reinvestment	13.1471
TATA Flexi Cap Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option	25.3340
Tata Flexi Cap Fund -Regular Plan-Growth	22.8753
TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option	25.3340
TATA Flexi Cap Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option	22.8753
TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option	22.8753
Tata Flexi Cap Fund-Direct Plan-Growth	25.3340
Taurus Flexi Cap Fund - Direct Plan -  Payout of Income Distribution cum Capital Withdrawal option	110.87
Taurus Flexi Cap Fund - Direct Plan - Growth	219.75
Taurus Flexi Cap Fund - Regular Plan - Growth	211.26
Taurus Flexi Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	102.52
TRUSTMF Flexi Cap Fund-Direct Plan- Growth	10.77
TRUSTMF Flexi Cap Fund-Direct Plan- IDCW	10.77
TRUSTMF Flexi Cap Fund-Regular Plan- Growth	10.57
TRUSTMF Flexi Cap Fund-Regular Plan- IDCW	10.57
Union Flexi Cap Fund - Direct Plan - Growth Option	53.02
Union Flexi Cap Fund - Direct Plan - IDCW Option	46.32
Union Flexi Cap Fund - Growth Option	47.72
Union Flexi Cap Fund - IDCW Option	30.14
UTI - Flexi Cap Fund-Growth Option	306.2119
UTI - Flexi Cap Fund-Growth Option - Direct	327.9917
UTI Flexi Cap Fund - Direct Plan - IDCW	218.2732
UTI Flexi Cap Fund - Regular Plan - IDCW	202.4478
WhiteOak Capital Flexi Cap Fund Direct Plan IDCW	16.769
WhiteOak Capital Flexi Cap Fund Direct Plan-Growth	16.769
WhiteOak Capital Flexi Cap Fund Regular Plan IDCW	16.081
WhiteOak Capital Flexi Cap Fund Regular Plan-Growth	16.081
360 ONE Focused Equity Fund - Direct Plan - Dividend	49.6191
360 ONE Focused Equity Fund - Regular Plan - Dividend	39.1979
360 ONE Focused Equity Fund -Regular Plan - Growth	44.3014
360 ONE Focused Equity Fund-Direct Plan-Growth	50.1304
Aditya Birla Sun Life Focused Fund - Growth - Direct Plan	150.9855
Aditya Birla Sun Life Focused Fund -Direct - IDCW	57.4178
Aditya Birla Sun Life Focused Fund -Growth Option	134.2767
Aditya Birla Sun Life Focused Fund -Regular - IDCW	24.4209
Axis Focused Fund - Direct Plan - Growth Option	59.62
Axis Focused Fund - Direct Plan - IDCW	33.12
Axis Focused Fund - Regular Plan - Growth Option	51.75
Axis Focused Fund - Regular Plan - IDCW	18.63
BANDHAN Focused Equity Fund - Regular Plan - Growth	80.623
BANDHAN Focused Equity Fund - Regular Plan - IDCW	18.406
BANDHAN Focused Equity Fund-Direct Plan-Growth	94.701
BANDHAN Focused Equity Fund-Direct Plan-IDCW	32.354
BARODA BNP PARIBAS Focused Fund - Direct Plan - Growth Option	23.3585
BARODA BNP PARIBAS Focused Fund - Direct Plan - IDCW Option	16.7954
BARODA BNP PARIBAS Focused Fund - Regular Plan - IDCW Option	14.9131
BARODA BNP PARIBAS Focused Fund - Regular Plan-Growth Option	20.6990
Canara Robeco Focused Equity Fund - Direct Plan - Growth Option	19.6400
Canara Robeco Focused Equity Fund - Direct Plan - IDCW (Payout/Reinvestment)	18.4800
Canara Robeco Focused Equity Fund - Regular Plan - Growth Option	18.4400
Canara Robeco Focused Equity Fund - Regular Plan - IDCW (Payout/Reinvestment)	17.2900
DSP Focused Fund - Direct Plan - Growth	57.23
DSP Focused Fund - Direct Plan - IDCW	40.227
DSP Focused Fund - Regular Plan - Growth	51.357
DSP Focused Fund - Regular Plan - IDCW	20.625
Edelweiss Focused Fund - Direct Plan - Growth	16.352
Edelweiss Focused Fund - Direct Plan - IDCW	16.352
Edelweiss Focused Fund - Regular Plan - Growth	15.62
Edelweiss Focused Fund - Regular Plan - IDCW	15.619
Franklin India Focused Equity Fund - Direct - Growth	114.1908
Franklin India Focused Equity Fund - Direct - IDCW	43.3774
Franklin India Focused Equity Fund - Growth Plan	101.5365
Franklin India Focused Equity Fund - IDCW	36.6495
HDFC Focused 30 Fund - Growth Option - Direct Plan	246.152
HDFC Focused 30 Fund - GROWTH PLAN	217.538
HDFC Focused 30 Fund - IDCW Option - Direct Plan	31.294
HDFC Focused 30 Fund - IDCW PLAN	24.153
HSBC Focused Fund - Direct Growth	24.2643
HSBC Focused Fund - Direct IDCW	21.5303
HSBC Focused Fund - Regular Growth	22.664
HSBC Focused Fund - Regular IDCW	17.4838
ICICI Prudential Focused Equity Fund - Direct Plan - Growth	97.87
ICICI Prudential Focused Equity Fund - Direct Plan - IDCW	59.21
ICICI Prudential Focused Equity Fund - Growth	85.58
ICICI Prudential Focused Equity Fund - IDCW	27.45
Invesco India Focused Fund - Direct Plan - Growth	28.16
Invesco India Focused Fund - Direct Plan - IDCW (Payout / Reinvestment)	22.92
Invesco India Focused Fund - Growth	26.24
Invesco India Focused Fund - IDCW (Payout / Reinvestment)	21.13
ITI Focused Equity Fund - Direct Plan - Growth	14.2962
ITI Focused Equity Fund - Direct Plan - IDCW	14.2962
ITI Focused Equity Fund - Regular Plan - Growth	13.8014
ITI Focused Equity Fund - Regular Plan - IDCW	13.8014
JM Focused Fund (Direct)  - Growth Option	21.4086
JM Focused Fund (Direct) -  IDCW	20.981
JM Focused Fund (Regular) - Growth Option	18.4031
JM Focused Fund (Regular) - IDCW	18.4024
Kotak Focused equity Fund- Direct Plan- Growth option	25.47
Kotak Focused Equity Fund- Regular plan _ Growth Option	23.234
Kotak Focused Equity Fund- Regular Plan-Income Distribution cum capital withdrawal option	23.234
Kotak Focused Equity Fund-Direct Plan- Income Distribution cum capital withdrawal option	25.471
LIC MF Focused Fund-Direct Plan-Growth	21.622
LIC MF Focused Fund-Direct Plan-IDCW	21.6058
LIC MF Focused Fund-Regular Plan-Growth	19.7177
LIC MF Focused Fund-Regular Plan-IDCW	19.7175
Mahindra Manulife Focused Fund - Direct Plan - IDCW	20.1302
Mahindra Manulife Focused Fund - Direct Plan -Growth	27.4722
Mahindra Manulife Focused Fund - Regular Plan - Growth	25.2303
Mahindra Manulife Focused Fund - Regular Plan - IDCW	18.2034
Mirae Asset Focused Fund Direct IDCW	23.878
Mirae Asset Focused Fund Direct Plan Growth	25.958
Mirae Asset Focused Fund Regular IDCW	21.985
Mirae Asset Focused Fund Regular Plan Growth	23.915
Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option	44.4075
Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option	38.0726
Motilal Oswal Focused 25 Fund Direct - IDCW Payout/Reinvestment	19.6122
Motilal Oswal Focused 25 Fund Regular - IDCW Payout/Reinvestment	16.8873
NIPPON INDIA FOCUSED EQUITY FUND - DIRECT Plan - IDCW Option	44.4125
Nippon India Focused Equity Fund - Direct Plan Growth Plan - Growth Option	123.5925
NIPPON INDIA FOCUSED EQUITY FUND - IDCW OPTION	32.4126
Nippon India Focused Equity Fund -Growth Plan -Growth Option	112.4795
Old Bridge Focused Equity Fund - Direct Growth	11.45
Old Bridge Focused Equity Fund - Direct IDCW	11.45
Old Bridge Focused Equity Fund - Regular Growth	11.29
Old Bridge Focused Equity Fund - Regular IDCW	11.29
quant Focused Fund - Growth Option - Regular Plan	79.4577
quant Focused Fund - Growth Option-Direct Plan	87.891
quant Focused Fund - IDCW Option - Direct Plan	51.3797
quant Focused Fund - IDCW Option - Regular Plan	59.0802
SBI Focused Equity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	90.8419
SBI FOCUSED EQUITY FUND - DIRECT PLAN -GROWTH	372.7762
SBI Focused Equity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	60.8265
SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH	332.5507
Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Growth Option	165.8273
Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option	42.1673
Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Growth Option	150.0257
Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Half Yearly Income Distribution CUM Capital Withdrawal Option	38.8513
TATA Focused Equity Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option	23.7894
TATA Focused Equity Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option	23.7894
TATA Focused Equity Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option	21.7114
TATA Focused Equity Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option	21.7114
Tata Focused Equity Fund-Direct Plan-Growth	23.7894
Tata Focused Equity Fund-Regular Plan-Growth	21.7114
Union Focused Fund - Direct Plan - Growth Option	24.84
Union Focused Fund - Direct Plan - IDCW Option	24.84
Union Focused Fund - Regular Plan - Growth Option	23.52
Union Focused Fund - Regular Plan - IDCW Option	23.52
UTI Focused Fund - Direct Plan - Growth Option	15.453
UTI Focused Fund - Direct Plan - IDCW Payout Option	15.4527
UTI Focused Fund - Regular Plan - Growth Option	14.591
UTI Focused Fund - Regular Plan - IDCW Payout Option	14.5911
Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan	929.41
Aditya Birla Sun Life Equity Advantage Fund - Regular Growth	836.96
Aditya Birla Sun Life Equity Advantage Fund -Direct - IDCW	199.18
Aditya Birla Sun Life Equity Advantage Fund -Regular - IDCW	129.81
Axis Growth Opportunities Fund - Direct Plan - Growth	33.19
Axis Growth Opportunities Fund - Direct Plan - IDCW	24.03
Axis Growth Opportunities Fund - Regular Plan - Growth	30.19
Axis Growth Opportunities Fund - Regular Plan - IDCW	19.01
Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth	11.571
Bajaj Finserv Large and Mid Cap Fund- Direct Plan- IDCW	11.571
Bajaj Finserv Large and Mid Cap Fund- Regular Plan- Growth	11.365
Bajaj Finserv Large and Mid Cap Fund- Regular Plan- IDCW	11.365
BANDHAN Core Equity Fund - Regular Plan - Growth	122.918
BANDHAN Core Equity Fund - Regular Plan - IDCW	26.841
BANDHAN Core Equity Fund-Direct Plan-Growth	142.956
BANDHAN Core Equity Fund-Direct Plan-IDCW	35.112
BANK OF INDIA Large & Mid Cap  Equity Fund Regular Plan- Quarterly IDCW	29.35
BANK OF INDIA Large & Mid Cap Equity Fund Direct  Plan- Quarterly IDCW	25.64
BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan- Bonus	47.67
BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Growth	92.31
BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Regular IDCW	25.26
BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan- Growth	88.48
BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Bonus	88.48
BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Quarterly IDCW	24.96
BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Regular IDCW	24.77
BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Growth	80.59
BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Regular IDCW	24.05
BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan-Bonus	80.58
Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option	26.9886
Baroda BNP Paribas Large and Mid Cap Fund-Direct Plan-IDCW Option	20.6828
Baroda BNP Paribas Large and Mid Cap Fund-Regular Plan-Growth Option	25.1809
Baroda BNP Paribas Large and Mid Cap Fund-Regular plan-IDCW Option	18.1535
CANARA ROBECO EMERGING EQUITIES - DIRECT PLAN - GROWTH OPTION	270.4200
CANARA ROBECO EMERGING EQUITIES - DIRECT PLAN - IDCW (Payout/Reinvestment)	122.8300
CANARA ROBECO EMERGING EQUITIES - REGULAR PLAN - GROWTH OPTION	236.6400
CANARA ROBECO EMERGING EQUITIES - REGULAR PLAN - IDCW (Payout/Reinvestment)	80.9000
DSP Large & Mid Cap Fund - Direct Plan - Growth	654.846
DSP Large & Mid Cap Fund - Direct Plan - IDCW	106.214
DSP Large & Mid Cap Fund - Regular Plan - Growth	587.387
DSP Large & Mid Cap Fund - Regular Plan - IDCW	37.338
Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option	93.522
Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option	79.712
Edelweiss Large and Mid Cap Fund - Direct Plan - IDCW Option	36.276
Edelweiss Large and Mid Cap Fund - Regular Plan - IDCW Option	30.401
Franklin India Equity Advantage Fund - Direct - Growth	193.7790
Franklin India Equity Advantage Fund - Direct - IDCW	22.9952
Franklin India Equity Advantage Fund - Growth Plan	176.6331
Franklin India Equity Advantage Fund - IDCW	20.1539
HDFC Large and Mid Cap Fund - Growth Option	313.746
HDFC Large and Mid Cap Fund - Growth Option - Direct Plan	329.392
HDFC Large and Mid Cap Fund - IDCW Option	34.531
HDFC Large and Mid Cap Fund - IDCW Option - Direct Plan	45.042
Helios Large & Mid Cap Fund - Direct Plan - Growth Option	9.60
Helios Large & Mid Cap Fund - Direct Plan - IDCW Option	9.60
Helios Large & Mid Cap Fund - Regular Plan - Growth Option	9.52
Helios Large & Mid Cap Fund - Regular Plan - IDCW Option	9.52
HSBC Large & Mid Cap Fund - Direct Growth	26.2924
HSBC Large & Mid Cap Fund - Direct IDCW	20.1151
HSBC Large & Mid Cap Fund - Regular Growth	24.1098
HSBC Large & Mid Cap Fund - Regular IDCW	18.3791
ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth	1055.98
ICICI Prudential Large & Mid Cap Fund - Direct Plan - IDCW	51.84
ICICI Prudential Large & Mid Cap Fund - Growth	946.80
ICICI Prudential Large & Mid Cap Fund - IDCW	30.30
Invesco India Large & Mid Cap Fund - Direct Plan - Growth	104.71
Invesco India Large & Mid Cap Fund - Direct Plan - IDCW (Payout / Reinvestment)	48.55
Invesco India Large & Mid Cap Fund - Growth	88.65
Invesco India Large & Mid Cap Fund - IDCW (Payout / Reinvestment)	39.85
ITI Large & Midcap Fund - Direct Plan - Growth	8.9764
ITI Large & Midcap Fund - Direct Plan - IDCW Option	8.9764
ITI Large & Midcap Fund - Regular Plan - Growth	8.8714
ITI Large & Midcap Fund - Regular Plan - IDCW Option	8.8714
Kotak Equity Opportunities Fund - Direct- Growth	359.655
Kotak Equity Opportunities Fund - Growth-Regular	313.931
Kotak Equity Opportunities Fund - IDCW-Direct	63.464
Kotak Equity Opportunities Fund - IDCW-Regular	54.769
LIC MF Large & Mid Cap Fund-Direct Plan-Growth	41.0509
LIC MF Large & Mid Cap Fund-Direct Plan-IDCW	32.5713
LIC MF Large & Mid Cap Fund-Regular Plan-Growth	35.767
LIC MF Large & Mid Cap Fund-Regular Plan-IDCW	28.9588
Mahindra Manulife Large & Mid Cap Fund - Direct Plan - IDCW	21.2326
Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth	27.3275
Mahindra Manulife Large & Mid Cap Fund - Regular Plan - Growth	24.8702
Mahindra Manulife Large & Mid Cap Fund - Regular Plan - IDCW	18.9648
Mirae Asset Large & Midcap Fund - Direct Plan - Growth	154.605
Mirae Asset Large & Midcap Fund - Direct Plan - IDCW	78.108
Mirae Asset Large & Midcap Fund - Regular Plan - Growth	137.624
Mirae Asset Large & Midcap Fund - Regular Plan - IDCW	45.619
Motilal Oswal Large and Midcap Fund - Direct Plan Growth	31.7699
Motilal Oswal Large and Midcap Fund - Regular Plan Growth	29.1882
Motilal Oswal Large and Midcap Fund Direct - IDCW Payout/Reinvestment	24.1405
Motilal Oswal Large and Midcap Fund Regular - IDCW Payout/Reinvestment	22.2827
Navi Large & Midcap Fund - Direct Annual IDCW Payout	38.6587
Navi Large & Midcap Fund - Direct Half Yearly IDCW Payout	38.6927
Navi Large & Midcap Fund - Direct Normal IDCW Payout	38.7888
Navi Large & Midcap Fund - Regular Annual IDCW payout	33.8904
NAVI Large & Midcap Fund - Regular Half Yearly IDCW Payout	32.9596
Navi Large & Midcap Fund - Regular Normal IDCW Payout	32.9474
Navi Large & Midcap Fund- Direct Plan- Growth Option	39.2628
